Vaccine,Geography Type,Geography,Survey Year/Influenza Season,Dimension Type,Dimension,Estimate (%),95% CI (%),Sample Size
Influenza,States,New Jersey,2017,Age,25-34 Years,51.9,47.9 to 55.8,736
Influenza,States,New Mexico,2017,Age,25-34 Years,65.1,61.1 to 68.9,649
Influenza,States,New York,2017,Age,25-34 Years,59.7,56.0 to 63.3,1144
Influenza,States,NY-City of New York,2017,Age,25-34 Years,58.1,53.9 to 62.2,645
Influenza,States,NY-Rest of state,2017,Age,25-34 Years,61.1,55.1 to 66.8,499
Influenza,States,North Carolina,2017,Age,25-34 Years,65.9,61.2 to 70.4,591
Influenza,States,North Dakota,2017,Age,25-34 Years,72.4,66.6 to 77.7,348
Influenza,States,Oklahoma,2017,Age,25-34 Years,55.1,50.1 to 60.0,864
Influenza,States,Pennsylvania,2017,Age,25-34 Years,61.0,56.7 to 65.1,754
Influenza,States,Puerto Rico,2017,Age,25-34 Years,21.7,17.3 to 26.6,494
Influenza,National,United States,2017,Age,25-34 Years,60.4,59.4 to 61.4,22078
Influenza,States,Rhode Island,2017,Age,25-34 Years,77.1,73.2 to 80.7,648
Influenza,States,South Dakota,2017,Age,25-34 Years,74.9,70.9 to 78.6,657
Influenza,States,Utah,2017,Age,25-34 Years,62.1,57.7 to 66.4,816
Influenza,States,Vermont,2017,Age,25-34 Years,70.6,66.3 to 74.7,534
Influenza,States,Virginia,2017,Age,25-34 Years,65.7,59.3 to 71.7,655
Influenza,States,Washington,2017,Age,25-34 Years,65.5,61.1 to 69.7,753
Influenza,States,West Virginia,2017,Age,25-34 Years,55.8,49.7 to 61.8,377
Influenza,States,Wisconsin,2017,Age,25-34 Years,68.9,63.9 to 73.6,731
Influenza,States,Wyoming,2017,Age,25-34 Years,53.8,47.1 to 60.4,300
Influenza,States,Alabama,2018,Age,25-34 Years,51.9,47.0 to 56.8,447
Influenza,States,Alaska,2018,Age,25-34 Years,57.8,53.0 to 62.5,579
Influenza,States,Arkansas,2018,Age,25-34 Years,62.3,55.1 to 69.2,436
Influenza,States,Colorado,2018,Age,25-34 Years,70.9,66.7 to 74.8,673
Influenza,States,Connecticut,2018,Age,25-34 Years,70.9,66.5 to 75.0,813
Influenza,States,Delaware,2018,Age,25-34 Years,59.5,54.7 to 64.2,476
Influenza,States,District of Columbia,2018,Age,25-34 Years,74.9,68.6 to 80.5,269
Influenza,States,Georgia,2018,Age,25-34 Years,45.3,38.9 to 51.9,407
Influenza,States,Illinois,2018,Age,25-34 Years,61.8,57.9 to 65.6,758
Influenza,States,Indiana,2018,Age,25-34 Years,56.4,50.5 to 62.2,493
Influenza,States,Iowa,2018,Age,25-34 Years,76.3,69.9 to 81.9,489
Influenza,States,Kansas,2018,Age,25-34 Years,70.8,65.7 to 75.6,602
Influenza,States,Kentucky,2018,Age,25-34 Years,53.7,47.2 to 60.1,401
Influenza,States,Louisiana,2018,Age,25-34 Years,49.5,44.3 to 54.7,430
Influenza,States,Maine,2018,Age,25-34 Years,65.0,59.8 to 69.9,511
Influenza,States,Maryland,2018,Age,25-34 Years,65.5,60.6 to 70.2,611
Influenza,States,Massachusetts,2018,Age,25-34 Years,75.7,71.8 to 79.3,864
Influenza,States,Michigan,2018,Age,25-34 Years,55.7,51.9 to 59.4,1106
Influenza,States,Minnesota,2018,Age,25-34 Years,71.5,67.7 to 75.1,803
Influenza,States,Mississippi,2018,Age,25-34 Years,48.8,43.9 to 53.7,617
Influenza,States,Missouri,2018,Age,25-34 Years,62.5,57.8 to 67.0,567
Influenza,States,Montana,2018,Age,25-34 Years,65.2,60.8 to 69.5,480
Influenza,States,Nebraska,2018,Age,25-34 Years,69.9,64.8 to 74.6,755
Influenza,States,New Hampshire,2018,Age,25-34 Years,68.6,62.8 to 74.0,392
Influenza,States,New Jersey,2018,Age,25-34 Years,55.4,51.3 to 59.4,707
Influenza,States,New Mexico,2018,Age,25-34 Years,63.9,60.0 to 67.6,662
Influenza,States,New York,2018,Age,25-34 Years,58.2,54.2 to 62.1,1212
Influenza,States,NY-City of New York,2018,Age,25-34 Years,59.6,55.4 to 63.7,790
Influenza,States,NY-Rest of state,2018,Age,25-34 Years,56.8,50.0 to 63.4,422
Influenza,States,North Carolina,2018,Age,25-34 Years,61.2,56.0 to 66.3,510
Influenza,States,North Dakota,2018,Age,25-34 Years,71.3,66.5 to 75.8,521
Influenza,States,Oklahoma,2018,Age,25-34 Years,58.8,53.5 to 64.0,729
Influenza,States,Oregon,2018,Age,25-34 Years,68.3,63.2 to 73.1,953
Influenza,States,Pennsylvania,2018,Age,25-34 Years,56.3,51.6 to 61.0,596
Influenza,States,Puerto Rico,2018,Age,25-34 Years,29.9,24.5 to 35.8,425
Influenza,National,United States,2018,Age,25-34 Years,60.8,59.9 to 61.7,25447
Influenza,States,Rhode Island,2018,Age,25-34 Years,74.3,70.3 to 78.1,654
Influenza,States,South Dakota,2018,Age,25-34 Years,76.9,72.9 to 80.6,638
Influenza,States,Utah,2018,Age,25-34 Years,65.2,60.5 to 69.7,671
Influenza,States,Vermont,2018,Age,25-34 Years,70.9,66.9 to 74.7,552
Influenza,States,Virginia,2018,Age,25-34 Years,59.6,53.0 to 66.0,684
Influenza,States,Washington,2018,Age,25-34 Years,67.1,62.5 to 71.5,671
Influenza,States,West Virginia,2018,Age,25-34 Years,59.4,53.1 to 65.5,356
Influenza,States,Wisconsin,2018,Age,25-34 Years,65.9,60.4 to 71.1,613
Influenza,States,Wyoming,2018,Age,25-34 Years,54.8,48.0 to 61.4,314
Influenza,States,Alabama,2019,Age,25-34 Years,55.3,50.6 to 59.9,462
Influenza,States,Alaska,2019,Age,25-34 Years,62.3,57.4 to 67.0,567
Influenza,States,Arkansas,2019,Age,25-34 Years,63.0,56.0 to 69.7,488
Influenza,States,Colorado,2019,Age,25-34 Years,75.6,71.5 to 79.4,676
Influenza,States,Connecticut,2019,Age,25-34 Years,74.0,69.7 to 77.9,717
Influenza,States,Delaware,2019,Age,25-34 Years,64.6,60.1 to 68.9,541
Influenza,States,District of Columbia,2019,Age,25-34 Years,67.3,60.5 to 73.6,283
Influenza,States,Florida,2019,Age,25-34 Years,41.8,36.3 to 47.4,562
Influenza,States,Georgia,2019,Age,25-34 Years,42.4,36.4 to 48.5,430
Influenza,States,Hawaii,2019,Age,25-34 Years,67.6,60.3 to 74.3,335
Influenza,States,Illinois,2019,Age,25-34 Years,64.7,60.7 to 68.5,715
Influenza,States,Iowa,2019,Age,25-34 Years,73.7,67.3 to 79.4,495
Influenza,States,Kansas,2019,Age,25-34 Years,70.7,65.5 to 75.5,588
Influenza,States,Kentucky,2019,Age,25-34 Years,58.1,52.1 to 63.9,522
Influenza,States,Louisiana,2019,Age,25-34 Years,56.1,51.1 to 61.0,578
Influenza,States,Maine,2019,Age,25-34 Years,72.0,67.1 to 76.5,503
Influenza,States,Maryland,2019,Age,25-34 Years,67.3,62.5 to 71.9,535
Influenza,States,Massachusetts,2019,Age,25-34 Years,78.1,74.6 to 81.3,1022
Influenza,States,Michigan,2019,Age,25-34 Years,56.6,52.4 to 60.7,813
Influenza,States,Minnesota,2019,Age,25-34 Years,73.5,69.1 to 77.6,635
Influenza,States,Mississippi,2019,Age,25-34 Years,52.4,47.7 to 57.1,665
Influenza,States,Missouri,2019,Age,25-34 Years,66.7,62.7 to 70.5,993
Influenza,States,Montana,2019,Age,25-34 Years,63.1,58.3 to 67.7,426
Influenza,States,Nebraska,2019,Age,25-34 Years,80.4,76.7 to 83.8,941
Influenza,States,New Hampshire,2019,Age,25-34 Years,71.7,65.9 to 77.0,440
Influenza,States,New Jersey,2019,Age,25-34 Years,56.8,52.6 to 60.9,651
Influenza,States,New Mexico,2019,Age,25-34 Years,67.2,63.3 to 71.0,658
Influenza,States,New York,2019,Age,25-34 Years,67.1,63.2 to 70.8,1094
Influenza,States,NY-City of New York,2019,Age,25-34 Years,65.1,60.8 to 69.2,656
Influenza,States,NY-Rest of state,2019,Age,25-34 Years,68.6,62.4 to 74.3,438
Influenza,States,North Carolina,2019,Age,25-34 Years,67.6,62.4 to 72.5,476
Influenza,States,North Dakota,2019,Age,25-34 Years,73.2,68.0 to 78.0,458
Influenza,States,Oregon,2019,Age,25-34 Years,65.9,61.8 to 69.8,1354
Influenza,States,Pennsylvania,2019,Age,25-34 Years,65.0,59.6 to 70.2,709
Influenza,States,Puerto Rico,2019,Age,25-34 Years,32.3,27.2 to 37.7,476
Influenza,National,United States,2019,Age,25-34 Years,62.4,61.4 to 63.4,25933
Influenza,States,Rhode Island,2019,Age,25-34 Years,81.5,77.5 to 85.1,561
Influenza,States,South Dakota,2019,Age,25-34 Years,77.1,73.3 to 80.6,608
Influenza,States,Tennessee,2019,Age,25-34 Years,58.3,50.8 to 65.6,352
Influenza,States,Utah,2019,Age,25-34 Years,67.6,63.7 to 71.3,1077
Influenza,States,Vermont,2019,Age,25-34 Years,74.3,70.1 to 78.2,504
Influenza,States,Virginia,2019,Age,25-34 Years,65.6,59.0 to 71.8,580
Influenza,States,Washington,2019,Age,25-34 Years,68.3,63.9 to 72.5,682
Influenza,States,Wisconsin,2019,Age,25-34 Years,68.7,63.1 to 73.9,506
Influenza,States,Wyoming,2019,Age,25-34 Years,66.5,58.8 to 73.6,255
Influenza,States,Alaska,2012,Age,≥35 Years,54.9,43.6 to 65.8,111
Influenza,States,Arkansas,2012,Age,≥35 Years,NR*,NR*,66
Influenza,States,Colorado,2012,Age,≥35 Years,65.5,56.1 to 74.1,214
Influenza,States,Delaware,2012,Age,≥35 Years,39.4,31.4 to 47.8,157
Influenza,States,Georgia,2012,Age,≥35 Years,37.4,27.1 to 48.6,133
Influenza,States,Hawaii,2012,Age,≥35 Years,44.7,36.9 to 52.7,266
Influenza,States,Illinois,2012,Age,≥35 Years,60.0,52.2 to 67.5,196
Influenza,States,Maine,2012,Age,≥35 Years,62.7,49.0 to 75.1,80
Influenza,States,Maryland,2012,Age,≥35 Years,50.5,40.8 to 60.2,167
Influenza,States,Massachusetts,2012,Age,≥35 Years,68.1,60.8 to 74.8,312
Influenza,States,Michigan,2012,Age,≥35 Years,45.1,36.6 to 53.9,235
Influenza,States,Minnesota,2012,Age,≥35 Years,72.9,63.8 to 80.8,129
Influenza,States,Missouri,2012,Age,≥35 Years,54.1,41.4 to 66.4,81
Influenza,States,Nebraska,2012,Age,≥35 Years,66.8,55.4 to 76.9,124
Influenza,States,New Jersey,2012,Age,≥35 Years,40.7,33.2 to 48.6,202
Influenza,States,New Mexico,2012,Age,≥35 Years,46.2,34.8 to 57.9,98
Influenza,States,New York,2012,Age,≥35 Years,45.6,39.2 to 52.2,389
Influenza,States,NY-City of New York,2012,Age,≥35 Years,45.6,39.2 to 52.2,389
Influenza,States,Ohio,2012,Age,≥35 Years,32.0,24.6 to 40.1,217
Influenza,States,Oklahoma,2012,Age,≥35 Years,44.1,31.1 to 57.8,182
Influenza,States,Oregon,2012,Age,≥35 Years,57.9,44.8 to 70.2,131
Influenza,States,Pennsylvania,2012,Age,≥35 Years,52.1,41.3 to 62.7,126
Influenza,National,United States,2012,Age,≥35 Years,51.8,49.7 to 53.9,4775
Influenza,States,Rhode Island,2012,Age,≥35 Years,62.5,55.3 to 69.3,212
Influenza,States,Tennessee,2012,Age,≥35 Years,54.3,40.6 to 67.5,99
Influenza,States,Utah,2012,Age,≥35 Years,43.4,34.5 to 52.6,194
Influenza,States,Vermont,2012,Age,≥35 Years,64.1,56.3 to 71.4,165
Influenza,States,Washington,2012,Age,≥35 Years,57.2,47.7 to 66.4,173
Influenza,States,West Virginia,2012,Age,≥35 Years,49.0,34.6 to 63.5,93
Influenza,States,Wisconsin,2012,Age,≥35 Years,70.5,59.7 to 79.8,175
Influenza,States,Wyoming,2012,Age,≥35 Years,NR*,NR*,48
Influenza,States,Alaska,2013,Age,≥35 Years,58.5,48.5 to 68.0,174
Influenza,States,Arkansas,2013,Age,≥35 Years,NR*,NR*,88
Influenza,States,Colorado,2013,Age,≥35 Years,68.3,59.9 to 75.9,282
Influenza,States,Delaware,2013,Age,≥35 Years,56.8,48.2 to 65.1,152
Influenza,States,Georgia,2013,Age,≥35 Years,20.1,9.7 to 34.6,84
Influenza,States,Hawaii,2013,Age,≥35 Years,57.8,49.9 to 65.5,285
Influenza,States,Illinois,2013,Age,≥35 Years,64.5,57.6 to 70.9,249
Influenza,States,Iowa,2013,Age,≥35 Years,59.8,45.7 to 72.8,111
Influenza,States,Maine,2013,Age,≥35 Years,72.9,63.2 to 81.2,137
Influenza,States,Maryland,2013,Age,≥35 Years,55.3,47.4 to 63.0,234
Influenza,States,Massachusetts,2013,Age,≥35 Years,76.5,69.3 to 82.7,328
Influenza,States,Michigan,2013,Age,≥35 Years,60.6,52.2 to 68.6,243
Influenza,States,Minnesota,2013,Age,≥35 Years,71.0,63.9 to 77.4,221
Influenza,States,Missouri,2013,Age,≥35 Years,61.8,51.9 to 71.0,141
Influenza,States,Nebraska,2013,Age,≥35 Years,68.9,61.2 to 75.9,234
Influenza,States,New Hampshire,2013,Age,≥35 Years,68.2,56.8 to 78.2,114
Influenza,States,New Jersey,2013,Age,≥35 Years,48.5,40.4 to 56.7,184
Influenza,States,New Mexico,2013,Age,≥35 Years,64.4,56.1 to 72.1,173
Influenza,States,New York,2013,Age,≥35 Years,60.2,54.5 to 65.7,519
Influenza,States,NY-City of New York,2013,Age,≥35 Years,57.0,50.1 to 63.7,326
Influenza,States,NY-Rest of state,2013,Age,≥35 Years,63.8,54.3 to 72.6,193
Influenza,States,Oklahoma,2013,Age,≥35 Years,59.5,46.6 to 71.5,228
Influenza,States,Oregon,2013,Age,≥35 Years,61.5,52.4 to 70.1,277
Influenza,States,Pennsylvania,2013,Age,≥35 Years,59.4,50.5 to 67.8,170
Influenza,National,United States,2013,Age,≥35 Years,60.6,58.6 to 62.5,5817
Influenza,States,Rhode Island,2013,Age,≥35 Years,76.6,70.2 to 82.2,245
Influenza,States,Tennessee,2013,Age,≥35 Years,60.7,46.5 to 73.7,85
Influenza,States,Utah,2013,Age,≥35 Years,63.2,53.5 to 72.2,181
Influenza,States,Vermont,2013,Age,≥35 Years,71.3,63.5 to 78.3,164
Influenza,States,Washington,2013,Age,≥35 Years,60.7,51.6 to 69.3,185
Influenza,States,West Virginia,2013,Age,≥35 Years,57.8,44.9 to 70.0,119
Influenza,States,Wisconsin,2013,Age,≥35 Years,51.9,38.5 to 65.1,147
Influenza,States,Wyoming,2013,Age,≥35 Years,NR*,NR*,63
Influenza,States,Alabama,2014,Age,≥35 Years,51.7,40.1 to 63.2,78
Influenza,States,Alaska,2014,Age,≥35 Years,66.9,56.2 to 76.5,142
Influenza,States,Connecticut,2014,Age,≥35 Years,73.3,65.7 to 80.0,243
Influenza,States,Delaware,2014,Age,≥35 Years,65.4,56.6 to 73.5,142
Influenza,States,Hawaii,2014,Age,≥35 Years,54.7,45.7 to 63.5,250
Influenza,States,Illinois,2014,Age,≥35 Years,58.5,51.8 to 65.0,267
Influenza,States,Iowa,2014,Age,≥35 Years,66.3,51.0 to 79.4,138
Influenza,States,Maine,2014,Age,≥35 Years,57.4,47.3 to 67.0,144
Influenza,States,Maryland,2014,Age,≥35 Years,58.1,51.1 to 64.9,285
Influenza,States,Massachusetts,2014,Age,≥35 Years,77.2,70.5 to 83.0,349
Influenza,States,Missouri,2014,Age,≥35 Years,61.2,51.5 to 70.3,142
Influenza,States,Nebraska,2014,Age,≥35 Years,73.6,64.3 to 81.6,165
Influenza,States,New Hampshire,2014,Age,≥35 Years,64.9,52.7 to 75.8,110
Influenza,States,New Jersey,2014,Age,≥35 Years,48.1,41.3 to 54.9,274
Influenza,States,New Mexico,2014,Age,≥35 Years,66.8,58.4 to 74.4,162
Influenza,States,New York,2014,Age,≥35 Years,60.3,54.9 to 65.5,512
Influenza,States,NY-City of New York,2014,Age,≥35 Years,57.3,51.1 to 63.4,309
Influenza,States,NY-Rest of state,2014,Age,≥35 Years,63.8,54.4 to 72.5,203
Influenza,States,Ohio,2014,Age,≥35 Years,56.5,47.9 to 64.8,243
Influenza,States,Oklahoma,2014,Age,≥35 Years,47.6,33.3 to 62.2,191
Influenza,States,Pennsylvania,2014,Age,≥35 Years,52.3,44.0 to 60.5,206
Influenza,National,United States,2014,Age,≥35 Years,60.4,58.4 to 62.4,5259
Influenza,States,Rhode Island,2014,Age,≥35 Years,76.5,70.0 to 82.2,234
Influenza,States,Tennessee,2014,Age,≥35 Years,62.6,48.4 to 75.3,95
Influenza,States,Utah,2014,Age,≥35 Years,58.1,48.3 to 67.4,154
Influenza,States,Vermont,2014,Age,≥35 Years,72.1,64.3 to 79.0,164
Influenza,States,Washington,2014,Age,≥35 Years,70.4,62.0 to 77.9,207
Influenza,States,West Virginia,2014,Age,≥35 Years,62.6,50.3 to 73.8,137
Influenza,States,Wisconsin,2014,Age,≥35 Years,68.6,56.5 to 79.1,164
Influenza,States,Wyoming,2014,Age,≥35 Years,51.8,36.8 to 66.6,61
Influenza,States,Alabama,2015,Age,≥35 Years,49.1,39.0 to 59.2,101
Influenza,States,Alaska,2015,Age,≥35 Years,54.3,44.2 to 64.2,162
Influenza,States,Arkansas,2015,Age,≥35 Years,NR*,NR*,77
Influenza,States,Colorado,2015,Age,≥35 Years,72.6,65.9 to 78.6,336
Influenza,States,Connecticut,2015,Age,≥35 Years,69.6,60.7 to 77.6,217
Influenza,States,Delaware,2015,Age,≥35 Years,71.0,62.9 to 78.2,157
Influenza,States,Hawaii,2015,Age,≥35 Years,60.0,51.2 to 68.3,263
Influenza,States,Illinois,2015,Age,≥35 Years,57.5,51.1 to 63.7,297
Influenza,States,Iowa,2015,Age,≥35 Years,72.2,59.9 to 82.4,161
Influenza,States,Louisiana,2015,Age,≥35 Years,56.3,45.4 to 66.7,195
Influenza,States,Maine,2015,Age,≥35 Years,70.0,59.1 to 79.5,128
Influenza,States,Maryland,2015,Age,≥35 Years,62.8,56.1 to 69.2,298
Influenza,States,Massachusetts,2015,Age,≥35 Years,81.6,75.9 to 86.5,313
Influenza,States,Michigan,2015,Age,≥35 Years,55.2,46.5 to 63.7,208
Influenza,States,Missouri,2015,Age,≥35 Years,68.0,58.0 to 76.9,136
Influenza,States,Nebraska,2015,Age,≥35 Years,73.7,65.3 to 81.0,187
Influenza,States,New Hampshire,2015,Age,≥35 Years,71.7,60.5 to 81.2,121
Influenza,States,New Jersey,2015,Age,≥35 Years,49.7,42.8 to 56.6,257
Influenza,States,New Mexico,2015,Age,≥35 Years,65.1,57.3 to 72.4,164
Influenza,States,New York,2015,Age,≥35 Years,62.3,57.2 to 67.2,561
Influenza,States,NY-City of New York,2015,Age,≥35 Years,62.3,56.7 to 67.7,367
Influenza,States,NY-Rest of state,2015,Age,≥35 Years,62.3,52.6 to 71.3,194
Influenza,States,Ohio,2015,Age,≥35 Years,58.8,48.3 to 68.7,228
Influenza,States,Oklahoma,2015,Age,≥35 Years,69.1,57.6 to 79.1,250
Influenza,States,Oregon,2015,Age,≥35 Years,67.1,57.5 to 75.8,259
Influenza,States,Pennsylvania,2015,Age,≥35 Years,63.4,54.3 to 71.9,166
Influenza,National,United States,2015,Age,≥35 Years,64.2,62.2 to 66.1,6719
Influenza,States,Tennessee,2015,Age,≥35 Years,75.5,63.8 to 85.0,130
Influenza,States,Texas,2015,Age,≥35 Years,66.1,57.8 to 73.7,212
Influenza,States,Utah,2015,Age,≥35 Years,69.4,60.5 to 77.4,190
Influenza,States,Vermont,2015,Age,≥35 Years,59.5,51.6 to 67.1,172
Influenza,States,Virginia,2015,Age,≥35 Years,63.9,52.8 to 74.0,148
Influenza,States,Washington,2015,Age,≥35 Years,71.6,64.0 to 78.4,229
Influenza,States,West Virginia,2015,Age,≥35 Years,56.7,44.7 to 68.1,128
Influenza,States,Wisconsin,2015,Age,≥35 Years,76.4,66.4 to 84.7,201
Influenza,States,Wyoming,2015,Age,≥35 Years,NR*,NR*,67
Influenza,States,Alaska,2016,Age,≥35 Years,57.6,47.4 to 67.4,178
Influenza,States,Arkansas,2016,Age,≥35 Years,NR*,NR*,91
Influenza,States,Colorado,2016,Age,≥35 Years,68.6,60.7 to 75.8,347
Influenza,States,Connecticut,2016,Age,≥35 Years,73.1,66.3 to 79.2,294
Influenza,States,Delaware,2016,Age,≥35 Years,61.1,53.0 to 68.8,175
Influenza,States,Hawaii,2016,Age,≥35 Years,64.1,55.2 to 72.3,240
Influenza,States,Illinois,2016,Age,≥35 Years,59.5,52.9 to 65.8,285
Influenza,States,Iowa,2016,Age,≥35 Years,77.4,65.0 to 87.0,128
Influenza,States,Louisiana,2016,Age,≥35 Years,54.6,43.0 to 65.8,84
Influenza,States,Maine,2016,Age,≥35 Years,71.0,61.8 to 79.1,152
Influenza,States,Maryland,2016,Age,≥35 Years,64.1,56.9 to 70.8,271
Influenza,States,Massachusetts,2016,Age,≥35 Years,80.4,74.2 to 85.7,330
Influenza,States,Michigan,2016,Age,≥35 Years,60.9,53.6 to 67.9,266
Influenza,States,Missouri,2016,Age,≥35 Years,54.7,44.5 to 64.6,141
Influenza,States,Nebraska,2016,Age,≥35 Years,72.6,64.2 to 80.0,211
Influenza,States,New Hampshire,2016,Age,≥35 Years,65.2,53.4 to 75.8,100
Influenza,States,New Jersey,2016,Age,≥35 Years,51.8,45.3 to 58.3,280
Influenza,States,New Mexico,2016,Age,≥35 Years,59.8,51.4 to 67.8,160
Influenza,States,New York,2016,Age,≥35 Years,62.1,57.2 to 66.8,610
Influenza,States,NY-City of New York,2016,Age,≥35 Years,60.7,55.1 to 66.1,380
Influenza,States,NY-Rest of state,2016,Age,≥35 Years,63.7,55.2 to 71.6,230
Influenza,States,Oklahoma,2016,Age,≥35 Years,53.4,42.9 to 63.7,201
Influenza,States,Pennsylvania,2016,Age,≥35 Years,69.6,61.1 to 77.2,188
Influenza,National,United States,2016,Age,≥35 Years,64.2,62.3 to 66.1,6372
Influenza,States,Rhode Island,2016,Age,≥35 Years,76.0,69.3 to 81.9,223
Influenza,States,Texas,2016,Age,≥35 Years,61.7,53.5 to 69.5,281
Influenza,States,Utah,2016,Age,≥35 Years,74.6,66.7 to 81.5,222
Influenza,States,Vermont,2016,Age,≥35 Years,74.5,67.5 to 80.7,193
Influenza,States,Virginia,2016,Age,≥35 Years,62.2,49.1 to 74.1,122
Influenza,States,Washington,2016,Age,≥35 Years,72.0,64.3 to 78.8,252
Influenza,States,West Virginia,2016,Age,≥35 Years,51.3,36.5 to 65.9,82
Influenza,States,Wisconsin,2016,Age,≥35 Years,74.1,63.6 to 82.9,181
Influenza,States,Wyoming,2016,Age,≥35 Years,57.8,44.5 to 70.4,84
Influenza,States,Alabama,2017,Age,≥35 Years,50.6,40.6 to 60.6,109
Influenza,States,Alaska,2017,Age,≥35 Years,72.0,62.2 to 80.5,159
Influenza,States,Colorado,2017,Age,≥35 Years,74.7,68.2 to 80.5,231
Influenza,States,Connecticut,2017,Age,≥35 Years,71.0,64.0 to 77.4,319
Influenza,States,Delaware,2017,Age,≥35 Years,68.7,60.4 to 76.2,148
Influenza,States,Georgia,2017,Age,≥35 Years,40.8,29.8 to 52.5,209
Influenza,States,Illinois,2017,Age,≥35 Years,59.9,53.1 to 66.5,259
Influenza,States,Iowa,2017,Age,≥35 Years,75.3,62.4 to 85.6,145
Influenza,States,Kansas,2017,Age,≥35 Years,68.1,57.1 to 77.8,145
Influenza,States,Kentucky,2017,Age,≥35 Years,63.4,48.6 to 76.6,79
Influenza,States,Louisiana,2017,Age,≥35 Years,55.2,44.6 to 65.5,110
Influenza,States,Maine,2017,Age,≥35 Years,68.7,59.1 to 77.3,158
Influenza,States,Maryland,2017,Age,≥35 Years,71.0,63.7 to 77.6,235
Influenza,States,Massachusetts,2017,Age,≥35 Years,80.5,74.4 to 85.7,355
Influenza,States,Michigan,2017,Age,≥35 Years,55.7,48.2 to 63.0,285
Influenza,States,Missouri,2017,Age,≥35 Years,66.5,57.2 to 74.9,159
Influenza,States,Montana,2017,Age,≥35 Years,65.5,57.3 to 73.1,156
Influenza,States,New Hampshire,2017,Age,≥35 Years,72.1,60.7 to 81.7,116
Influenza,States,New Jersey,2017,Age,≥35 Years,59.6,53.5 to 65.5,298
Influenza,States,New Mexico,2017,Age,≥35 Years,73.3,66.1 to 79.7,178
Influenza,States,New York,2017,Age,≥35 Years,61.4,56.0 to 66.6,594
Influenza,States,NY-City of New York,2017,Age,≥35 Years,63.9,58.4 to 69.2,381
Influenza,States,NY-Rest of state,2017,Age,≥35 Years,58.5,48.8 to 67.8,213
Influenza,States,North Carolina,2017,Age,≥35 Years,75.5,66.5 to 83.1,174
Influenza,States,North Dakota,2017,Age,≥35 Years,72.1,56.9 to 84.3,56
Influenza,States,Oklahoma,2017,Age,≥35 Years,43.5,31.4 to 56.2,140
Influenza,States,Pennsylvania,2017,Age,≥35 Years,54.3,46.0 to 62.4,205
Influenza,States,Puerto Rico,2017,Age,≥35 Years,20.7,12.0 to 31.9,125
Influenza,National,United States,2017,Age,≥35 Years,63.1,61.3 to 64.8,6695
Influenza,States,Rhode Island,2017,Age,≥35 Years,69.6,61.8 to 76.6,244
Influenza,States,South Dakota,2017,Age,≥35 Years,77.3,68.4 to 84.7,134
Influenza,States,Utah,2017,Age,≥35 Years,67.6,58.7 to 75.6,228
Influenza,States,Vermont,2017,Age,≥35 Years,72.2,64.5 to 79.0,177
Influenza,States,Virginia,2017,Age,≥35 Years,71.3,60.7 to 80.4,231
Influenza,States,Washington,2017,Age,≥35 Years,69.0,60.9 to 76.3,223
